Artist,Streams,Tracks,Genres
A$AP Ferg,245051,BANKROLL (feat. A$AP Rocky & A$AP Ferg),"hip hop, pop rap, rap, southern hip hop, trap"
Neutro Shorty,244446,Dos Problemas (feat. Big Soto) - Remix,"trap latino, trap venezolano, urbano latino, venezuelan hip hop"
Big Soto,244446,Dos Problemas (feat. Big Soto) - Remix,"trap latino, trap venezolano, urbano latino, venezuelan hip hop"
The Police,244121,Every Breath You Take,"album rock, classic rock, permanent wave, rock"
Skepta,243795,Show Out (with Skepta & Pop Smoke),"birmingham grime, grime, instrumental grime, uk hip hop"
Bon Jovi,243724,Livin' On A Prayer,"glam metal, rock"
Rex Orange County,243230,"OPEN A WINDOW (feat. Tyler, The Creator)","bedroom pop, pov: indie"
Kygo,463882,"Lose Somebody, Love Me Now (feat. Zoe Wees), Undeniable (feat. X Ambassadors), Gone Are The Days (feat. James Gillespie), Dancing Feet (feat. DNCE), Never Really Loved Me (with Dean Lewis)","edm, pop, pop dance, tropical house"
Usher,242880,Yeah! (feat. Lil Jon & Ludacris),"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
Lil Jon,242880,Yeah! (feat. Lil Jon & Ludacris),"atl hip hop, crunk, dance pop, dirty south rap, old school atlanta hip hop, pop rap, southern hip hop, trap"
Ludacris,242880,Yeah! (feat. Lil Jon & Ludacris),"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap"
El Franko Dj,242533,Uno Mas Uno - Original,"cumbia 420, previa, rkt"
Alejandro Sanz,241797,Un Beso en Madrid,"cantautor, latin arena pop, latin pop, mexican pop"
Kevin Gates,705593,"Big Gangsta, Big Gangsta, Thinking with My Dick (feat. Juicy J)","baton rouge rap, rap, southern hip hop, trap"
George Ezra,336927,"Shotgun, Anyone For You (Tiger Lily), Anyone For You (Tiger Lily)","folk-pop, neo-singer-songwriter"
Ryn Weaver,240269,Pierre,"electropop, indie poptimism"
Patricio Rey y sus Redonditos de Ricota,441488,"Un Poco de Amor Francés, Un Ángel para Tu Soledad","argentine rock, post-punk argentina"
La T y La M,240007,Messirve Mix 3,cumbia pop
Greeicy,239699,22,"colombian pop, latin pop, r&b en espanol, reggaeton, reggaeton colombiano, urbano latino"
FERMIN,239606,Sauce,"euskal reggae, euskal rock, latin alternative, spanish punk"
Lauv,239283,I Like Me Better,pop
DUSTY LOCANE,239006,ROLLIN N CONTROLLIN FREESTYLE,new york drill
Dream,473182,"Mask, Change My Clothes","hip hop, pop rap, rap, underground hip hop"
Flo Rida,315186,"Low (feat. T-Pain), Hangover, Whistle","dance pop, miami hip hop, pop, pop rap"
T-Pain,237874,Low (feat. T-Pain),"dance pop, gangster rap, hip hop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary"
My Chemical Romance,471715,"Teenagers, The Foundations of Decay","emo, modern rock, pop punk, pov: indie, rock"
Peking Duk,237365,Chemicals,"aussietronica, australian electropop, edm"
Mr. Vegas,237149,Suelta,"azonto, dancehall, reggae fusion, soca"
Fatman Scoop,237149,Suelta,nyc rap
G-Eazy,326054,"Provide (feat. Chris Brown & Mark Morrison), Love Runs Out (feat. G-Eazy & Sasha Alex Sloan), Breakdown (feat. Demi Lovato)","indie pop rap, oakland hip hop, pop rap, rap"
Mark Morrison,236942,Provide (feat. Chris Brown & Mark Morrison),british soul
Bastille,272331,"Happier, Pompeii","metropopolis, modern rock, pop"
Juan Casanova,236627,Tan Lejos,rock uruguayo
Disney,236578,"All I Want - From ""High School Musical: The Musical: The Series""","children's music, movie tunes"
Kay Flock,236267,Not In The Mood (feat. Fivio Foreign & Kay Flock),"bronx drill, melodic drill, new york drill"
Alec Benjamin,234739,Change My Clothes,"alt z, pop, pov: indie"
The Lumineers,468088,"Ho Hey, Ophelia","folk-pop, modern rock, neo mellow, stomp and holler"
PSY,234513,That That (prod. & feat. SUGA of BTS),"k-rap, korean old school hip hop"
Pedro Aznar,234105,Hablando a Tu Corazón,"argentine rock, rock nacional"
Arizona Zervas,234070,ROXANNE,"pop rap, rhode island rap"
Colbie Caillat,233905,Breathe (feat. Colbie Caillat) (Taylor’s Version),"dance pop, neo mellow, pop"
Toploader,233523,Dancing in the Moonlight,british alternative rock
Jason Mraz,233482,I'm Yours,"acoustic pop, dance pop, neo mellow, pop"
James Bay,274415,"Let It Go, Chasing Stars (feat. James Bay)","neo mellow, pop, uk pop"
Big Sean,233319,Way Out (feat. Big Sean),"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap"
SR,232979,Welcome To Brixton,"chill house, pop edm"
Lynyrd Skynyrd,232627,Sweet Home Alabama,"album rock, classic rock, hard rock, rock, southern rock"
Lord Huron,232418,The Night We Met,"indie folk, modern rock, stomp and holler"
Rah Swish,231862,Brush Em (feat. Rah Swish),"brooklyn drill, new york drill, nyc rap"
Mancha De Rolando,231831,Arde la Ciudad,argentine rock
Keri Hilson,231597,The Way I Are,"dance pop, hip pop, r&b, urban contemporary"
Endor,231559,Pump It Up,"deep groove house, scottish rock"
Seafret,230602,Atlantis,folk-pop
Madison Beer,230311,Reckless,pop
Miranda Lambert,229945,Outrunnin' Your Memory,"contemporary country, country, country dawn, country road"
Estelares,229733,Ella Dijo,argentine rock
A-Wall,459295,"Loverboy, Loverboy",bedroom pop
ONIRIA,229588,Bonita,trap argentino
AJ Tracey,229555,Little More Love,"grime, uk hip hop, ukg revival"
Jimmy Barnes,229211,Working Class Man - David Nicholas Mix,australian rock
ScHoolboy Q,229111,Collard Greens,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
Snow Patrol,229082,Chasing Cars,"irish rock, modern rock, neo mellow, permanent wave, pop rock"
Bernard Fanning,228779,Wish You Well,"australian alternative rock, australian rock"
Bausa,1042583,"Madonna, Madonna, Molly (feat. Bausa), Venus, Heimkommen, Lonely, Weisst wie es ist, Andale (feat. badmómzjay, Bausa & KALIM), Leuchtreklame, Frühling im Viertel, Grey Goose (feat. Bausa), Lonely",german hip hop
Apache 207,1311844,"Madonna, Madonna, Vodka, 2sad2disco, Sport, Thunfisch & Weinbrand, Angst, Roller, Der Teufel weint, Sport, Bläulich, Lamborghini Doors, Fame",german hip hop
Brando,228598,Look Into My Eyes,"ccm, worship"
Guy Sebastian,228461,Choir,"australian pop, australian talent show"
Sido,984786,"Mit Dir, Leere Hände (feat. Sido & Samra), Follow, Happy End (feat. Sido), Weisst wie es ist, Pink Panther 2 (feat. DJ Desue), Nie mehr zurück (feat. Kool Savas & Sido), Allein (feat. Sido & GINI), Keine Party, Monet","german hip hop, german pop"
Celeste,228291,Strange,british soul
Lime Cordiale,228265,Robbery,australian surf rock
Carly Rae Jepsen,228141,Call Me Maybe,"canadian pop, dance pop, pop"
Stray Kids,312777,"MANIAC, Charmer, VENOM, CIRCUS, FREEZE, Lonely St., Muddy Water (Changbin, Hyunjin, HAN, Felix)","k-pop, k-pop boy group, pop"
$uicideboy$,227164,"...And to Those I Love, Thanks for Sticking Around","cloud rap, dark trap, new orleans rap, underground hip hop"
BØRNS,226041,Electric Love,"indie poptimism, indietronica, modern alternative rock, modern rock, pov: indie"
siouxxie sixxsta,225484,masquerade,"glitchcore, hyperpop, scenecore, sped up"
Shirin David,1801844,"Lieben wir, Ich darf das, Be a Hoe/Break a Hoe, Schlechtes Vorbild, NDA's, Schlechtes Vorbild, Be a Hoe/Break a Hoe, Babsi Bars, Lieben wir, Dior Sauvage, Ich darf das, Man's World, Last Bitch Standing, Bramfeld Storys, Bitches brauchen Rap, Heute nicht, Juicy Money, Depressionen im Paradies, Bae","frauenrap, german hip hop, german pop"
IVE,225160,LOVE DIVE,k-pop girl group
Backstreet Boys,318863,"I Want It That Way, Christmas Time, It's Christmas Time Again","boy band, dance pop, pop"
Offset,224930,Run It Up (feat. Offset & Moneybagg Yo),"atl hip hop, rap, trap"
Moneybagg Yo,224930,Run It Up (feat. Offset & Moneybagg Yo),"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap"
Viejas Locas,224918,Me Gustas Mucho,argentine rock
Juicy J,224709,Thinking with My Dick (feat. Juicy J),"crunk, memphis hip hop, pop rap, rap, southern hip hop, trap"
Justin Timberlake,223927,Parent Trap (feat. Justin Timberlake),"dance pop, pop"
Ashnikko,223079,Slumber Party (feat. Princess Nokia),"alt z, escape room"
Princess Nokia,223079,Slumber Party (feat. Princess Nokia),"alternative r&b, escape room, lgbtq+ hip hop, trap queen"
Duko,222824,Lola,"argentine hip hop, trap argentino, trap latino, trap triste, urbano latino"
JAY1,283985,"Gang Gang (feat. JAY1 & Deno), OK (feat. Summer Cem, Nimo & JAY1)",uk hip hop
Deno,222429,Gang Gang (feat. JAY1 & Deno),uk hip hop
Neon Trees,221888,Everybody Talks,"modern rock, neo mellow, pop rock, pov: indie"
LiL CaKe,221463,Star,"trap argentino, trap triste"
Of Monsters and Men,221315,Little Talks,"folk-pop, metropopolis, modern rock, stomp and holler"
Sadie Jean,220797,WYD Now?,"alt z, singer-songwriter pop"
Kapulet,220544,How We Livin',australian r&b
Robleis,220350,SOLO,pop argentino
TroyBoi,220330,Red Eye (feat. TroyBoi),"bass trap, electronic trap"
Gorillaz,220146,Feel Good Inc.,"alternative hip hop, modern rock, rock"
Taio Cruz,264945,"Dynamite, Hangover","dance pop, pop, pop rap"
John Farnham,219137,You're the Voice,"australian pop, australian rock"
Ion Miles,645012,"Powerade, Powerade, Drink Ist Kalt, Drink Ist Kalt, Hoodnights, Pass Nicht Rein (feat. Longus Mongus), Lustig","german cloud rap, german hip hop"
BHZ,753554,"Powerade, Powerade, Drink Ist Kalt, Drink Ist Kalt, Hoodnights, Pass Nicht Rein (feat. Longus Mongus), BLUEBERRY YUM YUM, Lustig, Church, Overdose","german alternative rap, german hip hop"
La Beriso,218692,Madrugada,argentine rock
Bebe Rexha,297812,"Meant to Be (feat. Florida Georgia Line), Chain My Heart, Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)","dance pop, pop"
Florida Georgia Line,218464,Meant to Be (feat. Florida Georgia Line),"contemporary country, country, country pop, country road, modern country rock"
Dardan,1995824,"OBSESSED (feat. RAF Camora), B.I.B.O., HIGH, Per Ty (feat. Mozzik), CLOUD 7, Alles Gut, GTA, Para Drill, coke light, 2011, PARIS, Habibi, PALE (feat. Dardan), I DON’T WANNA PARTY NO MORE, BANDITA (feat. Noizy), PRIME (feat. OMAR), DAY & NIGHT (feat. Hava), ON FIRE (feat. Ricky Rich), vija vija, vija vija, RATCHET RMX (feat. KC Rebell, reezy, Nimo & Dardan), Warum bist du so, Pull Up - Remix","albanian hip hop, german hip hop"
Big Red Machine,217825,Renegade (feat. Taylor Swift),"eau claire indie, folktronica"
Rihanna,251823,"Umbrella, S&M","barbadian pop, pop, urban contemporary"
187 Strassenbande,2427488,"Extasy, Alles nach Plan, Vielen Dank, Extasy, Verpennt, 187 Allstars ‘22, Kapuze im Club, Keiner kann mich ficken!, Paradies, Täter Intensiv, Verpennt, High, GNRFT, Ganxta im CD Regal, Paradies - Sampler Version, Kapuze im Club, Nauti, So muss sein!, Hotel, Kopfschuss, Keiner kann mich ficken!, Keine Liebe, Grossstadtdschungel, Sampler 5 - Snippet","german hip hop, hamburg hip hop"
Day1,217590,Hoodstar,"aussie drill, brisbane hip hop"
Emilio,321505,"AUSMACHT, AUSMACHT","musica mexicana, norteno, tejano"
Bailey Zimmerman,216613,Rock and A Hard Place,modern country pop
Belly,216363,Better Believe,"canadian hip hop, canadian trap"
Juacko,215412,Trakatá,rap canario
Ufo361,3543416,"allein allein, LOW LIFE, NO HUGS, Tageslicht, Airbnb, Benzin, PINKY RING, Daniel Lee, Favourite Artist, ANGEKOMMEN, Ryu, WINGS, Airbnb, Flip$, 7, Benzin, READY, Hier, Engel, ANGEKOMMEN, ANGELDUST, Ryu, LOW LIFE, 7, KONTOSTAND 2.0, OFFICIEL, HARD WORK PAYS OFF, NO HUGS, Crash (feat. Ufo361), TEUFELSKREIS, Porsche, JIMMY TORRIO, KANN NICHT MEHR VERLIEREN, FLAWLESS, GO (feat. Ufo361), Neymar, Destroy all copies, BAD BIH, WINGS 2.0, KEIN RENTAL, WINGS 2.0, We don't play","german cloud rap, german hip hop"
Luis Fonsi,283163,"Vacío, Vamos a Marte (feat. Luis Fonsi)","latin pop, puerto rican pop"
Aya Nakamura,213894,Djadja (feat. Maluma) - Remix,"basshall, pop urbaine, r&b francais"
G Herbo,212154,DON'T LEAVE ME (feat. G Herbo & Lil Durk),"chicago drill, chicago rap, drill, rap, trap"
Super Yei,211644,La Forma en Que Me Miras,"reggaeton, reggaeton flow, urbano latino"
Sammy,211644,La Forma en Que Me Miras,"gen z singer-songwriter, singer-songwriter pop"
Rafa Pabön,211644,La Forma en Que Me Miras,"reggaeton, reggaeton flow, urbano latino"
Cali Y El Dandee,291038,"Nada, Mañana, Mañana","colombian pop, electro latino, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino"
Vegedream,211253,Ramenez la coupe à la maison,"french hip hop, pop urbaine, r&b francais"
Cat Burns,210940,go,uk pop
Enrique Iglesias,209906,ME PASE (feat. Farruko),"dance pop, latin pop, mexican pop"
La Vela Puerca,208049,Zafar,"latin alternative, reggae uruguayo, rock en espanol, rock uruguayo"
TLC,207941,No Scrubs,"atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary"
Nimo,1648782,"Frag mich nicht, B.I.B.O., Frag mich nicht, BAD EYEZ, Per Ty (feat. Mozzik), Para Drill, ZART, DUFT (feat. Lio), 2011, OK (feat. Summer Cem, Nimo & JAY1), DOWN, PUSSYBOY, YOU KNOW, Baradar (feat. Nimo), GEH NICHT, WO DU, Triple Threat, RATCHET RMX (feat. KC Rebell, reezy, Nimo & Dardan)","german hip hop, swedish hip hop"
Jamule,2911181,"Frag mich nicht, Liege wieder wach, Aventador, No Comprendo, Liege wieder wach, Frag mich nicht, Wenn ich geh, Shawty, Overdose, Normal für mich, Violett, Rapstars (feat. Jamule), Doublecup, Blauer Himmel, Jung, BOBBY, Bilder, Autotür, Squad X Showtime, HAPPY BIRTHDAY, Schizophren, Intro, Overdose, Rockstars, SHOTS, Purple Rain, Offday, Unterwegs, Doublecup, No Comprendo, Bilder, Squad X Showtime",german hip hop
Fito Paez,204663,11 Y 6,"argentine rock, latin alternative, latin rock, rock en espanol"
Loredana,1019688,"Rosenkrieg, Mit Mir, Nese Don, Immer wenn es regnet, Heart Attack, Oh Digga, Mit Mir, Ballade, Nice To Meet Ya (feat. Loredana), Pinky Promises, Gjuj per to, Let's Go","frauenrap, german hip hop, kosovan pop, romanian pop"
Mozzik,910517,"Rosenkrieg, Per Ty (feat. Mozzik), Mit Mir, Nese Don, Immer wenn es regnet, Oh Digga, Mit Mir, PARE, Bonjour Madame","albanian hip hop, albanian pop, german hip hop, kosovan pop"
Maty Deejay,397323,"Reloj - Remix, Fabuloso - Remix","cumbia 420, previa"
Las Pelotas,199608,Personalmente,"argentine reggae, argentine rock, rock en espanol"
Micro TDH,194716,EL TREN,"trap latino, trap venezolano, urbano latino, venezuelan hip hop"
Harry Nach,194405,Tak Tiki Tak,"trap chileno, urbano chileno"
Gzuz,2942589,"Alles Black, Späti, Alles nach Plan, Wenn ich will, Kapuze im Club, Späti, Keiner kann mich ficken!, Polizei, Wenn ich will, Genau so Eine, Paradies, Täter Intensiv, Riesenjoints, READY, High, Ganxta im CD Regal, Paradies - Sampler Version, GMO, Kapuze im Club, Genau so Eine, Nauti, Montag, Die Straße lebt, Free Gzuz (Intro), Skimaske, Money kommt, Kopfschuss, Keiner kann mich ficken!, Kein Plan, Easy $$$, Ruf die Polizei an, Familie zuerst","deep german hip hop, german hip hop, hamburg hip hop"
Rodrigo Tapari,193775,Es Tan Grande Este Amor,cumbia pop
SANTOS,193748,Leere Hände (feat. Sido & Samra),"bachata, latin hip hop, latin pop, urbano latino"
Samra,2226041,"Leere Hände (feat. Sido & Samra), Ich bin weg - BoroBoro, SMS, Schockstarre, Lila, Paradies, Diebe, Pourquoi, Canada Goose, Augen überall (feat. Ano), Draufgängerjunge, Lost (feat. TOPIC42), Eismond, An meinem schlechtesten Tag (feat. Samra), RAFFAELO, MVP, LV, Star, Ghetto Gemälde, Amin, Egal wie hoch, Mein Herz, WHEN I DIE, Lost (feat. TOPIC42), Diebe, Seele, MONEY ON MY MIND, 110",german hip hop
Pajel,500600,"10von10, 10von10 - Remix, 10von10, 10von10 - Remix, Nie Verstehen (feat. O.G.)",german hip hop
Shindy,855255,"Im Schatten der Feigenbäume, SYGL (feat. Shindy), Mandarinen, HOT SUMMER, NDA's, SYGL (feat. Shindy), Im Schatten der Feigenbäume",german hip hop
KC Rebell,1206485,"Gelebt, Polizei, Wenn sie ruft, Mogli, Filet Mignon, Teil von mir, WOHIN, Mogli, Sanduhr, Money Movez, Ich bin unterwegs, 100 KM/H, Medizin, RATCHET RMX (feat. KC Rebell, reezy, Nimo & Dardan), Mogli, Wenn sie ruft","german drill, german hip hop"
RIN,1085206,"LOW LIFE, San Andreas, Meer, 1976, Apple, Insomnia (feat. Giant Rooks), Gift, FYM, LOW LIFE, Trance, Rot, 1976 (feat. Paul, Zachi & Gustav) - Remix, Eye of The Tiger, Sado, FYM","art pop, electropop, indie pop"
Oriana,190414,Lo Que Tienes,"argentine telepop, pop argentino"
Maxwell,1429672,"Alles nach Plan, Vielen Dank, Kapuze im Club, Genau so Eine, High, GNRFT, Ganxta im CD Regal, Kapuze im Club, Genau so Eine, Nauti, Ohne mein Team, Becher voll Schnapz, So muss sein!, Kein Plan, Hotel, Druff!, Diskothek","neo soul, quiet storm, r&b, urban contemporary"
Lautaro Lopez,187920,Odio Amarte,trap argentino
The Cratez,381267,"Tageslicht, Bob Marley, Riesenjoints",german hip hop
LX,1351121,"Vielen Dank, Verpennt, Kapuze im Club, Bob Marley, Verpennt, High, GNRFT, GMO, Kapuze im Club, Kein Plan, Skimaske, Kopfschuss, Wazabi Gang, Keine Liebe, KILL KILL, Gib mir was ab, Auf mein Fahrrad","chill phonk, drift phonk"
Sa4,1328757,"Vielen Dank, Verpennt, 187 Allstars ‘22, Kapuze im Club, Paradies, Verpennt, Machen Geld, Paradies - Sampler Version, Kapuze im Club, Nauti, Hotel, Kopfschuss, Grossstadtdschungel, Easy $$$","pop, uk pop"
Jupa Necasek,181639,Mienteme Vs Quien Dijo Amigos - Remix,previa
shadowraze,434689,"showdown, astral step, adaptive strike, shadowfiend, juggernaut (Prod. by PLVSTIC), psiblades, 1000-7, stockholm","russian drain, russian hip hop"
LUM!X,336425,"Halo (feat. PIA MARIA), Thunder, The Passenger (LaLaLa) [feat. MOKABY], Monster","melbourne bounce international, slap house"
Kitty Kat,255517,"Be a Hoe/Break a Hoe, Be a Hoe/Break a Hoe",frauenrap
CIVO,215231,"Weg von mir, Weg von mir",german hip hop
NGEE,976516,"UNTER VERDACHT, Vergib mir, Gib ihr Flex, Hops, DIS IS FASTLIFE, Alles fürs Geschäft, ES IST WIE ES IST, Strassengeschichten, Warum?, Butterfly (feat. NGEE), VON DA WO ICH KOMME, Echte Berliner, Tipico, Suche nach mehr","atl trap, south carolina hip hop"
Hava,434740,"Moje Sve, HIGH, Noć, DAY & NIGHT (feat. Hava)","classical piano, nordic classical piano"
Yxng Bane,151201,Nice To Meet Ya (feat. Yxng Bane),"afroswing, grime, uk dancehall, uk hip hop"
