Artist,Streams,Tracks,Genres
Nea,396573,"Some Say - Felix Jaehn Remix, Heard About Me (feat. Nea)","country, country road"
Felix Jaehn,777514,"Some Say - Felix Jaehn Remix, Where The Lights Are Low, EASY X FELIX JAEHN REMIX, One More Time (feat. Alida), Rain In Ibiza, Close Your Eyes, Heard About Me (feat. Nea), I Got A Feeling, Do It Better (feat. Zoe Wees), Without You","edm, german dance, pop dance, tropical house"
Tokischa,357214,Linda,"rap latina, trap dominicano"
Sam Fender,357205,Seventeen Going Under,"modern rock, north east england indie"
Christina Aguilera,356670,Pa Mis Muchachas (feat. Nathy Peluso),"dance pop, pop"
Ciro y los Persas,1212521,"Me Gusta, Mírenla, Me Gusta, Mírenla",argentine rock
Lucho SSJ,354486,Cuanto,"trap argentino, trap chileno"
Farina,847276,"Cuanto, Las Nenas (feat. La Duraca), Trakatá","colombian pop, rap latina, reggaeton colombiano, trap latino, urbano latino"
Ulises Bueno,352944,Intento,cuarteto
Los Abuelos De La Nada,591019,"Mil Horas, Mil Horas","argentine rock, post-punk argentina, ska argentino"
SwitchOTR,352106,Coming for You (feat. A1 x J1),"chill drill, melodic drill"
A1 x J1,988042,"Coming for You (feat. A1 x J1), Night Away (Dance) (feat. Tion Wayne), Latest Trends","chill drill, melodic drill"
StarBoi3,351098,Dick (feat. Doja Cat),viral rap
Sydney Yungins,350272,Eshays,aussie drill
MKTO,349601,Classic,"pop, post-teen pop"
Shouse,481670,"Love Tonight - Edit, Love Tonight - David Guetta Remix Edit, Won't Forget You - Edit",aussietronica
No Te Va Gustar,1959719,"Venganza, A las Nueve, Ese Maldito Momento, A Las Nueve, Chau, Venganza, Tan Lejos","latin alternative, reggae uruguayo, rock en espanol, rock uruguayo"
The Chainsmokers,818914,"High, Closer, Something Just Like This","electropop, pop"
Piso 21,852550,"Más De La Una, Más De La Una, Tan Bonita","colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino"
La Joaqui,683583,"Lassie, LA JOAQUI | DJ TAO Turreo Sessions #6","argentine hip hop, rap latina"
The Walters,346603,I Love You So,"chicago indie, pov: indie"
Au/Ra,344759,i miss u (with Au/Ra),"alt z, deep pop edm"
Beth Gibbons,344019,Mother I Sober (feat. Beth Gibbons of Portishead),"devon indie, solo wave, trip hop"
Intoxicados,343304,Nunca quise,"argentine rock, ska argentino"
Britney Spears,376405,"My Only Wish (This Year), Scream & Shout","dance pop, pop"
Carlos Vives,342490,Canción Bonita,"colombian pop, latin pop, vallenato"
Ricky Martin,342490,Canción Bonita,"latin pop, mexican pop, puerto rican pop"
Bruce Springsteen,342484,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","heartland rock, mellow gold, permanent wave, rock, singer-songwriter"
Burna Boy,341737,Loved By You (feat. Burna Boy),"afrobeats, dancehall, nigerian hip hop, nigerian pop"
Gesaffelstein,579639,"Lost in the Fire (feat. The Weeknd), I Was Never There",dark clubbing
DMX,340633,X Gon' Give It To Ya,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
Powderfinger,340495,My Happiness,"australian alternative rock, australian rock"
Sabrina Carpenter,339328,Skin,pop
Surf Curse,570334,"Freaks, Freaks","dreamo, indie surf, pov: indie, surf punk, vegas indie"
Pekeño 77,338074,Ella Es Mi Bitch,rap uruguayo
Franux BB,338074,Ella Es Mi Bitch,rap uruguayo
44 Kid,338074,Ella Es Mi Bitch,rap uruguayo
Pablo Alborán,665819,"Saturno, El Mismo Aire - con Pablo Alborán","latin arena pop, latin pop, spanish pop"
Jc La Nevula,910578,"Búscate Otro, Búscate Otro, Búscate Otro","dominican pop, trap dominicano"
Atomic Otro Way,910578,"Búscate Otro, Búscate Otro, Búscate Otro","dembow, rap dominicano"
SUGA,570613,"Girl Of My Dreams (with SUGA of BTS), That That (prod. & feat. SUGA of BTS)",k-pop
SALES,334548,Pope Is a Rockstar,"indie pop, orlando indie"
Hilltop Hoods,1092019,"I'm Good?, The Nosebleed Section, 1955, Cosby Sweater",australian hip hop
Charly García,832412,"Nos Siguen Pegando Abajo, Demoliendo Hoteles, Hablando a Tu Corazón","argentine rock, latin alternative, latin rock, post-punk argentina, rock en espanol"
Brent Faiyaz,867145,"SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues), Wasting Time ( feat. Drake & The Neptunes ), LOOSE CHANGE","r&b, rap"
Fana Hues,332870,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"alternative r&b, indie r&b"
BEAM,332800,Love You Different (feat. BEAM),trap soul
Shania Twain,329965,White Christmas (with Shania Twain),"canadian country, canadian pop, contemporary country, country, country dawn"
David Campbell,328472,It's the Most Wonderful Time of the Year,australian pop
Los del Fuego,328351,Jurabas Tu,"cuarteto, cumbia santafesina, cumbia villera"
Los Huayra,327081,La Noche Sin Tí,"folclore salteno, folclore santiagueno, folklore argentino"
Choirboys,326311,Run To Paradise,australian rock
Yung Lean,326179,Ginseng Strip 2002,"cloud rap, psychedelic hip hop, underground hip hop"
Los Charros,325913,Amores Como el Nuestro,"cuarteto, cumbia villera"
Gilda,325619,No Me Arrepiento de Este Amor,cumbia villera
KASIMIR1441,722593,"Ohne Dich, Wein für mich, Ohne Dich, Ohne Dich, Spiel ein Spiel, KK, Tattergreis, Riba, Melodie","german alternative rap, german hip hop, tekk"
badmómzjay,1175361,"Ohne Dich, Tu nicht so, Mond, Sterne unterm Dach, badmómz., Andale (feat. badmómzjay, Bausa & KALIM), Nie mehr zurück (feat. Kool Savas & Sido), „Hahaha“, Sterne unterm Dach, Ohne Dich, Ohne Dich, Rapstar, ..., Irgendwie egal, Checkst du?!","frauenrap, german drill, german hip hop"
Ruth B.,324963,Dandelions,"alt z, canadian contemporary r&b, canadian pop, pop"
Walker Hayes,872927,"Fancy Like, Fancy Like, Fancy Like","contemporary country, country, country road, modern country rock"
Dylan Conrique,323517,Birthday Cake,"alt z, singer-songwriter pop, social media pop"
Gera MX,323295,Botella Tras Botella,"mexican hip hop, rap conciencia"
Christian Nodal,323295,Botella Tras Botella,"mariachi, musica mexicana, nueva musica mexicana, ranchera"
Conan Gray,557148,"Heather, Maniac","bedroom pop, pop, pov: indie"
DJ Drama,320248,SIR BAUDELAIRE (feat. DJ Drama),"dirty south rap, philly rap, southern hip hop, trap"
R3HAB,355453,"Sway My Way (with Amy Shark), Sad Boy (feat. Ava Max & Kylie Cantrall)","dutch house, edm, electro house, pop dance, progressive electro house, slap house"
Noah Cyrus,319687,July,"alt z, pop"
Skylar Grey,319289,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage","piano rock, viral pop"
Mozzy,319289,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage","cali rap, sacramento hip hop"
Chillinit,318863,Henny & Reefer,"aussie drill, australian trap"
Chano,318367,Claramente,"chicago rap, conscious hip hop, hip hop, pop rap, rap"
5 Seconds of Summer,567452,"Youngblood, Me Myself & I","boy band, pop"
Black Eyed Peas,609907,"GIRL LIKE ME, I Gotta Feeling","dance pop, pop, pop rap"
Joyner Lucas,552191,"Your Heart, Ramen & OJ","boston hip hop, hip hop, pop rap, rap"
Pashanim,1047440,"Sommergewitter, allein allein, Kleiner Prinz, paris freestyle - skrilla remix, Airwaves, Hauseingang, Shababs botten, Zwannis","german alternative rap, german drill, german hip hop"
Jessie Murph,554497,"Pray, Always Been You","alt z, singer-songwriter pop"
Halsey,2105930,"I am not a woman, I'm a god, forget me too (feat. Halsey), You should be sad, So Good, Be Kind (with Halsey), Eastside (with Halsey & Khalid), Closer, Without Me","electropop, etherpop, indie poptimism, pop"
Lil Tecca,313971,NEVER LEFT,"melodic rap, pluggnb, rap"
Los Nota Lokos,312174,Castigo,"cumbia pop, cumbia villera"
Bo Burnham,764091,"Bezos I, All Eyes On Me, Welcome to The Internet","comic, pov: indie"
Childish Gambino,542964,"Me and Your Mama, Redbone","atl hip hop, hip hop, rap"
JP Saxe,545635,"If the World Was Ending (feat. Julia Michaels), If the World Was Ending (feat. Julia Michaels)","alt z, canadian contemporary r&b, singer-songwriter pop"
Viru Kumbieron,592105,"Me Vas a Extrañar - En Vivo, No Te Creas Tan Importante - En Vivo","cumbia pop, cumbia villera"
Miranda!,306203,Don,"contemporary country, country, country dawn, country road"
Cults,305444,She Knows (feat. Amber Coffman & Cults),"experimental pop, indie surf"
Amber Coffman,305444,She Knows (feat. Amber Coffman & Cults),art pop
Hernan y La Champion's Liga,778347,"No Quiero Verte, Flasheaste Amor, Bésame - Remix","cumbia pop, cumbia villera"
Jeeiph,577888,"Bonita, Bonita","trap latino, trap venezolano, urbano latino"
Men At Work,302845,Down Under,"album rock, australian rock, classic rock, hard rock, heartland rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock"
DEKKO,302470,12x3,"reggaeton colombiano, urbano latino"
Hozier,334760,"Take Me to Church, Tell It To My Heart","irish singer-songwriter, modern rock, pop, pov: indie"
Marcianeke,546638,"Los Malvekes, Funky De Antes (feat. Ecko, Marcianeke & DJ Tao) - Remix","reggaeton chileno, urbano chileno"
Simon la Letra,300506,Los Malvekes,reggaeton chileno
Stars Music Chile,300506,Los Malvekes,urbano chileno
The Rare Occasions,543137,"Notion, Notion",la indie
John Legend,299876,All of Me,"neo soul, pop, pop soul, urban contemporary"
Brett Eldredge,299687,"Baby, It's Cold Outside (feat. Meghan Trainor)","contemporary country, country, country road, modern country rock"
Meghan Trainor,436326,"Baby, It's Cold Outside (feat. Meghan Trainor), I'll Be Home, My Kind Of Present","hip pop, pop"
El Jordan 23,299247,Bailando,"mambo chileno, urbano chileno"
Pablo Chill-E,298968,Fifty Fifty,"trap chileno, urbano chileno, urbano latino"
Obie Wanshot,298968,Fifty Fifty,trap argentino
Young Cister,542239,"Fifty Fifty, DOLCE","trap chileno, urbano chileno"
La Banda De Lechuga,297055,Que Locura Fue Enamorarme de Ti (Remix),cumbia villera
Kevo DJ,297055,Que Locura Fue Enamorarme de Ti (Remix),"cumbia 420, previa"
YV,296612,Reggae & Calypso (Russ Millions x Buni x YV),"aesthetic rap, bedroom r&b, plugg"
DJ Khaled,1274254,"Borracho, I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby), POPSTAR (feat. Drake), Big Energy (feat. DJ Khaled) - Remix, POPSTAR (feat. Drake)","hip hop, miami hip hop, pop rap, rap"
Destiny's Child,549611,"8 Days of Christmas, Bills, Bills, Bills","dance pop, girl group, pop, r&b, urban contemporary"
Amy Grant,294591,White Christmas,christian music
Tame Impala,521176,"The Less I Know The Better, Eventually","australian psych, modern rock, neo-psychedelic, rock"
Leo Mattioli,293854,Tramposa Y Mentirosa,"cumbia santafesina, cumbia villera"
Tears For Fears,293849,Everybody Wants To Rule The World,"new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop"
Omy de Oro,293644,De Lao A Lao: Turreo Sessions #5 - Remix,"trap latino, urbano latino"
Javiielo,538090,"De Lao A Lao: Turreo Sessions #5 - Remix, Dos Problemas (feat. Big Soto) - Remix","reggaeton flow, urbano latino"
Nate Dogg,293043,'Till I Collapse,"g funk, gangster rap, hardcore hip hop, hip hop, west coast rap"
Panic! At The Disco,292190,House of Memories,pop
Lil Mosey,527774,"Blueberry Faygo, Bipolar","melodic rap, rap conscient"
Bryan Adams,461979,"Summer Of '69, Christmas Time","canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock"
Babasónicos,1293304,"Bye Bye, Mimos Son Mimos, Paradoja, La Izquierda de la Noche, Como Eran Las Cosas","argentine rock, electronica argentina, latin alternative, latin rock, pop electronico, rock en espanol"
Journey,289652,Don't Stop Believin',"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, soft rock"
Kings of Leon,289553,Sex on Fire,"modern rock, rock"
PinkPantheress,545154,"Pain, Just for me",bedroom pop
Montez,895346,"Auf & Ab, Ein Jahr (feat. Montez), Mond, Auf & Ab, Wie viele Lieder muss ich noch schreiben?, Wenn ich du wäre, Geisterstadt, Niemals ohne Dich, Gehen oder bleiben, 10m², Ein Jahr (feat. Montez)","banda, duranguense, grupera, musica mexicana, norteno"
Trinidad Cardona,288971,Dinero,sped up
Tambó Tambó,288895,La Cumbita,cumbia villera
Lauro,288663,Flasheaste Amor,"ccm, christian alternative rock, christian music"
The Notorious B.I.G.,287561,Hypnotize - 2014 Remaster,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
CORPSE,317732,"HOT DEMON B!TCHES NEAR U ! ! !, DAYWALKER! (feat. CORPSE)",pov: indie
Night Lovell,285612,HOT DEMON B!TCHES NEAR U ! ! !,"aesthetic rap, canadian hip hop, canadian trap, cloud rap, dark trap, ottawa rap"
V,285568,Christmas Tree,"album rock, classic rock, hard rock, rock"
Train,570333,"Hey, Soul Sister, Drops of Jupiter (Tell Me), Shake Up Christmas","dance pop, neo mellow, pop, pop rock"
Nelly Furtado,284729,Promiscuous,"canadian latin, canadian pop, dance pop, pop"
Timbaland,516326,"Promiscuous, The Way I Are","dance pop, pop, pop rap"
Oasis,551277,"Wonderwall - Remastered, Wonderwall - Remastered","beatlesque, britpop, madchester, permanent wave, rock"
A Boogie Wit da Hoodie,567506,"Hello (feat. A Boogie Wit da Hoodie), Drowning (feat. Kodak Black), Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)","melodic rap, rap, trap"
Dj Lauuh,283740,Cayo La Noche - Remix,"cumbia 420, previa"
Arctic Monkeys,790798,"Why'd You Only Call Me When You're High?, 505, Do I Wanna Know?","garage rock, modern rock, permanent wave, rock, sheffield indie"
Whitney Houston,283341,I Wanna Dance with Somebody (Who Loves Me),dance pop
BANNERS,283011,Someone To You,indie poptimism
Andrés Calamaro,282446,Flaca,"argentine rock, cantautor, latin alternative, latin rock, pop argentino, rock en espanol"
Dido,282363,Stan,"dance pop, europop, lilith, neo mellow, pop rock"
Avicii,320763,"Wake Me Up, The Nights","edm, pop, pop dance"
CG,281893,Breaks & Caddy's (Street Guide Part 02),"otacore, pixel, pov: indie, rhythm game"
Don Omar,581088,"Se Menea, Flow HP, Danza Kuduro","latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino"
Miky Woodz,281112,Si Te Veo,"reggaeton, trap latino, urbano latino"
The Jungle Giants,280586,Sending Me Ur Loving,australian indie
MGMT,280235,Pursuit Of Happiness (Nightmare),"alternative rock, indie rock, indietronica, modern rock, rock"
Ratatat,280235,Pursuit Of Happiness (Nightmare),indietronica
Nile Rodgers,340355,"AGUA, Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit",disco
Jay Rock,279809,Money Trees,"conscious hip hop, hip hop, rap, southern hip hop, trap"
Dan + Shay,279437,"10,000 Hours (with Justin Bieber)","contemporary country, country, country road"
El Dipy,536410,"Par-Tusa, Par-Tusa","cuarteto, cumbia pop, cumbia villera"
ZAYN,278773,Vibez,"pop, uk pop"
El Polaco,278333,Deja De Llorar,"cuarteto, cumbia pop, cumbia villera"
Nessa Barrett,486578,"i hope ur miserable until ur dead, die first",social media pop
Ball Park Music,277493,Cherub,"australian indie, brisbane indie"
Quavo,277482,Intentions (feat. Quavo),"atl hip hop, melodic rap, rap, trap"
Teezo Touchdown,277426,RUNITUP (feat. Teezo Touchdown),"chill abstract hip hop, indie hip hop"
Gustavo Cerati,707159,"Crimen, Adiós, Puente","argentine rock, latin alternative, latin rock, rock en espanol"
Van Morrison,276348,Brown Eyed Girl,"classic rock, folk, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
Johnny Cash,276245,The Little Drummer Boy,"arkansas country, outlaw country, rock"
Thundercat,275835,After Last Night (with Thundercat & Bootsy Collins),"afrofuturism, indie soul"
Bootsy Collins,275835,After Last Night (with Thundercat & Bootsy Collins),"funk, p funk, soul"
INXS,275831,Never Tear Us Apart,"australian rock, dance rock, funk rock, new romantic, new wave, rock"
H.E.R.,275824,Come Through (feat. Chris Brown),"r&b, rap"
Daryl Braithwaite,275609,The Horses,"australian pop, australian rock"
Mac Miller,275593,The Spins,"hip hop, pittsburgh rap, rap"
ElyOtto,550532,"SugarCrash!, SugarCrash!","hyperpop, weirdcore"
WizKid,744370,"One Dance, Essence (feat. Justin Bieber & Tems), System (feat. WizKid)","afrobeats, afropop, azonto, azontobeats, nigerian hip hop, nigerian pop"
Kyla,275353,One Dance,uk funky
Declan McKenna,274980,Brazil,pov: indie
Madeline The Person,274683,MEAN!,gen z singer-songwriter
j-hope,274133,MORE,"k-pop, k-rap"
TAICHU,274045,FASHION DILLER,trap argentino
Kenny Loggins,273664,"Danger Zone - From ""Top Gun"" Original Soundtrack","album rock, classic rock, heartland rock, mellow gold, new wave pop, singer-songwriter, soft rock, yacht rock"
2Pac,532863,"California Love - Original Version, Hit 'Em Up - Single Version","g funk, gangster rap, hip hop, rap, west coast rap"
Roger,273329,California Love - Original Version,"funk, new jack swing, p funk, post-disco, quiet storm"
Mambo DJ,272866,El Goloso RKT,"cumbia 420, rkt"
Miguel,272853,Sure Thing,r&b
Adam Levine,495336,"Lifestyle (feat. Adam Levine), Stereo Hearts (feat. Adam Levine)",deep talent show
Divididos,270927,Spaghetti del Rock,"argentine rock, rock en espanol, ska argentino"
Los Auténticos Decadentes,448950,"Amor (Ft. Mon Laferte) - MTV Unplugged, Loco (Tu Forma De Ser)","argentine rock, latin alternative, latin rock, rock en espanol, ska argentino"
Mon Laferte,498674,"Amor (Ft. Mon Laferte) - MTV Unplugged, Pensamos","latin alternative, latin pop"
Q' Lokura,269004,200 Copas,cuarteto
Banda Mix,269004,200 Copas,"chilena, musica oaxaquena"
The Rubens,749959,"Live In Life, Masterpiece, Live In Life",australian indie
Vera Blue,268916,Rushing Back,"australian indie, australian pop"
Beach Bunny,268859,Cloud 9,"bubblegrunge, chicago indie, indie pop, pov: indie"
Soda Stereo,521564,"Trátame Suavemente - Remasterizado 2007, De Música Ligera","argentine rock, latin alternative, latin rock, post-punk argentina, rock en espanol, ska argentino"
carolesdaughter,268253,Violent,alt z
$NOT,771750,"Doja, Tell Em, Doja","aesthetic rap, cloud rap, florida rap, underground hip hop"
A$AP Rocky,993683,"Doja, BANKROLL (feat. A$AP Rocky & A$AP Ferg), Doja, Livin It Up (with Post Malone & A$AP Rocky)","east coast hip hop, hip hop, rap, trap"
Dr. Dog,267706,Where'd All the Time Go?,"chamber pop, indie rock, modern folk rock, modern rock, philly indie, pov: indie, stomp and holler"
Australian Crawl,267575,The Boys Light Up - Remastered 2013,australian rock
Run–D.M.C.,267520,Christmas In Hollis,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap"
Human Nature,267513,White Christmas,"australian pop, australian rock, boy band"
TOTO,267312,Africa,"album rock, classic rock, hard rock, mellow gold, rock, soft rock, yacht rock"
Justus Bennetts,267032,Bad Day,gen z singer-songwriter
Migos,302146,"Having Our Way (feat. Drake), Straightenin","atl hip hop, hip hop, rap, trap"
Danna Paola,477919,"No Bailes Sola, Nada","latin pop, latin viral pop, mexican pop"
Paloma Faith,266177,Only Love Can Hurt Like This,"british soul, talent show"
WALK THE MOON,265952,Shut Up and Dance,"dance rock, modern rock, pop"
Yan Block,265830,Vete Pal Carajo,"trap boricua, trap latino, urbano latino"
U2,265584,Christmas (Baby Please Come Home),"irish rock, permanent wave, rock"
CRO,3499892,"BLESSED (feat. Capital Bra), BLESSED (feat. Capital Bra), SYGL (feat. Shindy), Dein Song, CLOUD 7, Ich liebe.... (feat. MAJAN), ALLES DOPE, HIGH (feat. Claudia Valentina), Glücklich, Traum, Alles anders (weniger im Arsch), Einmal um die Welt, Easy, CROBOT (feat. Miksu / Macloud), Bad Chick, ALLES DOPE, SUPERWOMAN, 500 PS, letzter song, JA, SMOOTH, HÖR NICHT AUF (feat. Teesy), SUPERWOMAN, HÖR NICHT AUF (feat. Teesy), SMOOTH, SYGL (feat. Shindy), FREIHEIT, 1 INSTAGRAMM, GOOD VIBES, EASY X FELIX JAEHN REMIX, Meine Gang (Bang Bang), Nie Mehr, NICE!, Whatever - +1, WACH, Ein Teil, DIAMONDS, Frühstück in Paris, Bye Bye, Du, unendlichkeit - Main Edit, luft (feat. Friedberg), endless summer, dich, so schön","ccm, christian alternative rock, christian music"
Capital Bra,3217872,"BLESSED (feat. Capital Bra), BLESSED (feat. Capital Bra), Aventador, No Comprendo, Ein Jahr (feat. Montez), UNTER VERDACHT, Sommer, Auf die Feinde (feat. RAF Camora), KAMPFSPORT, Vergib mir, BERETTA, Die zwei kenn ich, Nur ein Song (I Need Some Sleep), Gott ist mein Zeuge, Gib ihr Flex, Rote Augen 2, Quit (feat. MVNA & ART), Hell, KARMA, Hops, MOLOTOV, Mbappé, RENN RENN, Nur ein Song (I Need Some Sleep), Die Wahrheit ist kein Hit, Echte Berliner, Neymar, Frühstück in Paris, No Comprendo, KAMPFSPORT, Auf die Feinde (feat. RAF Camora), 110, Hell, Steig ein (feat. Haftbefehl), Ein Jahr (feat. Montez)",german hip hop
Open Till L8,264799,Riot,australian electropop
Turf,264759,Pasos Al Costado,hyphy
Plan B,528821,"¿Por Que Te Demoras?, Es un Secreto","reggaeton, trap latino, urbano latino"
La Kuppe,264374,Ojitos Chiquititos,"cumbia pop, cumbia villera"
Big One,263658,Además de Mí,trap argentino
Pretenders,263373,2000 Miles - 2007 Remaster,"album rock, classic rock, mellow gold, new romantic, new wave, new wave pop, permanent wave, rock, soft rock"
Mark Ronson,483986,"Nothing Breaks Like a Heart (feat. Miley Cyrus), Uptown Funk (feat. Bruno Mars)",pop soul
Macklemore & Ryan Lewis,520408,"Can't Hold Us (feat. Ray Dalton), Can't Hold Us (feat. Ray Dalton)","pop rap, seattle hip hop"
Macklemore,520408,"Can't Hold Us (feat. Ray Dalton), Can't Hold Us (feat. Ray Dalton)","pop rap, seattle hip hop"
Ryan Lewis,520408,"Can't Hold Us (feat. Ray Dalton), Can't Hold Us (feat. Ray Dalton)",pop rap
Ray Dalton,635239,"Can't Hold Us (feat. Ray Dalton), Can't Hold Us (feat. Ray Dalton), Manila",pop dance
Paul Kelly & The Coloured Girls,262637,To Her Door,australian rock
Muscadine Bloodline,262422,Me On You,modern country pop
Youngn Lipz,744490,"Spaceship, Broken Home, GO!",aussie drill
NF,372567,"Let You Down, CLOUDS, JUST LIKE YOU, LOST","hip hop, pop rap"
Lucky Daye,261511,Over,"alternative r&b, r&b"
Cochise,261025,Tell Em,"plugg, pluggnb, rage rap"
Eich,261024,Sexy (feat. KHEA & Duki),dancehall colombiano
Marlku,261024,Sexy (feat. KHEA & Duki),trap argentino
Tech N9ne,260821,Face Off,kansas city hip hop
Joey Cool,260821,Face Off,kansas city hip hop
Dwayne Johnson,260821,Face Off,meme
Red Hot Chili Peppers,480841,"Black Summer, Under the Bridge","alternative rock, funk metal, funk rock, permanent wave, rock"
Fumez The Engineer,260002,TPL x Fumez The Engineer - Plugged In Freestyle,"melodic drill, uk drill, uk hip hop, uk melodic rap"
Sava,260002,TPL x Fumez The Engineer - Plugged In Freestyle,"atl hip hop, hip hop, rap, trap"
OTP,291672,"TPL x Fumez The Engineer - Plugged In Freestyle, BM (London View)",melodic drill
BM X MINI,260002,TPL x Fumez The Engineer - Plugged In Freestyle,uk drill
Jala Brat,481446,"Criminal, Divljam, Roze, Noć","balkan hip hop, turbo folk"
Buba Corelli,530340,"Criminal, Divljam, Roze, Gluh i Nijem, Irina Shayk",turbo folk
Cordae,259843,Killer (feat. Jack Harlow & Cordae) - Remix,"hip hop, pop rap, rap, trap, underground hip hop"
Ocean Alley,259679,Confidence,"australian reggae fusion, australian surf rock"
Outlawz,259534,Hit 'Em Up - Single Version,"detroit hip hop, gangster rap"
Vundabar,483646,"Alien Blues, Alien Blues","boston indie, indie garage rock, pov: indie"
AC/DC,471619,"You Shook Me All Night Long, Thunderstruck","australian rock, hard rock, rock"
Foster The People,258506,Pumped Up Kicks,"indietronica, modern alternative rock, modern rock, rock"
Stace Cadet,258032,Energy,australian house
KLP,258032,Energy,australian dance
Mattafix,257965,Big City Life,reggae fusion
Fleet Foxes,257808,Love/Hate Letter To Alcohol (with Fleet Foxes),"chamber pop, folk, indie rock, indietronica, modern rock, seattle indie, singer-songwriter, stomp and holler"
Gotye,257376,Somebody That I Used To Know,australian pop
Kimbra,257376,Somebody That I Used To Know,"bergen indie, electropop, nz pop"
Outkast,488383,"Hey Ya!, Ms. Jackson","atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop"
Montaigne,256318,1955,"australian indie, australian pop"
Tom Thum,256318,1955,beatboxing
Suki Waterhouse,256298,Good Looking,indie pop
KEVVO,255716,El Efecto - Remix,"reggaeton, reggaeton flow, trap latino, urbano latino"
Bon Iver,255624,exile (feat. Bon Iver),"chamber pop, eau claire indie, indie folk, melancholia, modern rock"
Daddy Cool,253954,Eagle Rock,australian rock
Passenger,504963,"Let Her Go, Let Her Go","folk-pop, neo mellow"
220 KID,253810,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,"pop dance, uk dance"
Muni Long,253772,Hrs & Hrs,indie r&b
Tom Petty and the Heartbreakers,253543,Christmas All Over Again,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
Pedro Capó,252961,Tutu,"latin pop, puerto rican pop"
Domo Genesis,252940,MANIFESTO (feat. Domo Genesis),"alternative hip hop, underground hip hop"
Smiley,252738,Over The Top (feat. Drake),"canadian hip hop, toronto rap"
Los Tipitos,252007,Campanas en la Noche,argentine rock
Abel Pintos,466968,"Oncemil, Sin Principio Ni Final","argentine telepop, folklore argentino, pop argentino"
Aitch,476816,"Baby, War","manchester hip hop, uk hip hop"
Ashanti,251835,Baby,"dance pop, hip pop, r&b, urban contemporary"
Guns N' Roses,251317,Sweet Child O' Mine,"glam metal, hard rock, rock"
Hunters & Collectors,251117,Holy Grail,australian rock
Chase Atlantic,250530,Swim,alternative r&b
Coolio,494125,"Gangsta's Paradise, Gangsta's Paradise","g funk, gangster rap, hip hop, west coast rap"
The-Dream,249561,Manslaughter (feat. Rick Ross & The-Dream),"dirty south rap, hip pop, r&b, southern hip hop, trap, urban contemporary"
Daft Punk,309552,"Starboy, Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","electro, filter house, rock"
Propanity,249358,Lean,"german death metal, technical brutal death metal, technical death metal"
Lovejoy,958440,"One Day, The Fall, Perfume, Oh Yeah, You Gonna Cry?","pixel, pov: indie"
Callejeros,248525,Creo,argentine rock
Oklou,248366,Highest Building (feat. Oklou),alternative r&b
Earth,248006,September,"disco, funk, jazz funk, soul"
Wind & Fire,248006,September,"disco, funk, jazz funk, soul"
ICEHOUSE,247855,Great Southern Land,"australian rock, new romantic, sophisti-pop, synthpop"
Zach Bryan,246626,Something in the Orange,"classic oklahoma country, modern country pop"
Pappo,246539,Juntos a la Par,"argentine heavy metal, argentine rock, latin metal"
Tory Lanez,246288,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","canadian hip hop, canadian trap, melodic rap, r&b, rap, toronto rap, trap"
Beret,246260,AYNEA REMIX,"spanish hip hop, spanish pop"
Becky Hill,557676,"Lose Control, Remember (and David Guetta), Crazy What Love Can Do, My Heart Goes (La Di Da) (feat. Topic)","pop dance, pop house, uk dance, uk pop"
Goodboys,246234,Lose Control,"pop dance, uk dance"
Letan,246132,"Funky De Antes (feat. Ecko, Marcianeke & DJ Tao) - Remix",rkt
Kehlani,245519,up at night (feat. justin bieber),"pop, r&b, rap"
BROCKHAMPTON,245051,BANKROLL (feat. A$AP Rocky & A$AP Ferg),"boy band, rap"
